Unnamed: 0,Id,Age,Gender,Departments,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,Converted Score,Matched Universities
85,86,17,2,3,8.5,1,4,4,2,3,2,3,1,1,2,1,1,3,1,1,"5,6,3",5,8,11,25.5,"Học viện Ngân hàng, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Đà Nẵng, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Kinh tế TP. HCM, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM), Đại học Tôn Đức Thắng, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
86,87,16,2,3,7.88,4,4,4,3,1,3,3,3,1,2,1,1,1,3,3,"1,6,3",1,3,3,23.64,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh"
87,88,16,1,2,9.06,3,1,1,1,3,2,3,1,2,3,3,3,1,2,3,"6,1,5",8,5,1,27.18,Đại học Bách khoa Hà Nội
88,89,19,2,2,9.26,2,3,3,5,3,3,1,1,1,2,3,2,1,1,1,"1,2,3",21,6,7,27.78,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Vinh"
89,90,19,1,4,8.97,3,3,4,1,2,2,1,2,2,3,2,2,2,1,3,"2,1,6",4,8,5,26.910000000000004,"Đại học Quốc gia Hà Nội, Trường Đại học Văn hóa Hà Nội, Học viện Báo chí và Tuyên truyền"
90,91,18,2,2,7.52,1,1,2,1,3,1,3,1,1,2,2,3,2,1,1,"1,6,4",15,5,12,22.56,
91,92,18,1,3,8.96,1,5,5,5,1,1,3,3,2,3,1,2,1,2,2,"4,7,5",10,2,2,26.880000000000003,"Đại học Quốc gia Hà Nội, Trường Đại học Thương mại"
92,93,18,1,5,7.22,2,1,4,4,3,3,3,3,3,1,3,2,2,2,1,"8,6,2",1,3,3,21.66,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
93,94,17,2,1,7.62,5,4,4,1,2,1,2,2,1,2,1,2,3,2,1,"3,8,7",10,2,2,22.86,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Nông nghiệp Việt Nam, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Kỹ thuật – ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Nông Lâm Thành phố Hồ Chí Minh, Đại học Luật TP.HCM, Đại học Việt - Đức"
94,95,16,2,1,7.4,3,4,5,4,2,1,3,1,3,1,3,1,2,3,1,"2,3,8",8,5,1,22.200000000000003,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
95,96,17,1,3,7.34,3,2,2,1,3,1,2,3,1,1,3,3,1,2,2,"5,7,8",2,1,4,22.02,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Mỹ thuật Công nghiệp"
96,97,18,2,4,8.95,2,5,1,5,2,2,3,2,3,1,3,1,1,2,3,"6,3,5",2,1,4,26.849999999999998,
97,98,17,2,3,7.25,1,5,3,1,1,3,3,1,1,3,3,1,1,1,2,"8,1,5",2,1,4,21.75,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Mỹ thuật Công nghiệp, Trường Đại học Nghệ thuật - ĐH Huế"
98,99,19,1,1,7.09,1,5,4,1,3,3,1,2,2,3,2,3,2,3,1,"4,3,1",8,5,1,21.27,
99,100,19,2,2,8.02,5,5,3,2,1,2,1,1,3,3,3,1,3,1,2,"1,8,7",8,5,1,24.06,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
100,101,16,1,3,7.71,2,3,1,5,2,3,3,2,2,3,3,2,1,2,2,"6,1,7",1,3,3,23.13,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh"
101,102,19,1,2,9.22,2,4,2,2,2,2,1,1,3,3,1,1,2,2,3,"5,4,2",4,8,5,27.660000000000004,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân"
102,103,16,1,3,7.46,2,5,4,5,3,3,2,2,3,1,2,1,2,3,3,"4,2,3",9,8,1,22.38,"Trường Đại học Mỏ - Địa chất, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Y tế công cộng, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Việt Đức, Trường Đại học Công nghệ thông tin và Truyền thông Việt Hàn, Đại học FPT Hồ Chí Minh, Đại học Mở Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam)"
103,104,17,2,3,9.34,5,1,5,1,2,1,2,1,3,1,1,1,2,1,3,"3,4,1",3,1,2,28.02,"Trường Đại học Kinh tế Quốc dân, Trường Đại học Ngoại Thương"
104,105,17,2,3,7.81,3,2,1,4,2,1,3,1,3,2,1,1,3,1,2,"4,7,1",4,8,5,23.43,"Học viện phụ nữ Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
105,106,19,1,4,8.56,1,1,4,5,3,1,2,1,1,2,2,3,2,2,1,"3,7,5",3,1,2,25.68,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Mở Hà Nội, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế TP. HCM, Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM)"
106,107,17,2,1,8.28,1,3,3,1,2,3,2,2,2,3,2,3,2,2,1,"7,5,4",5,8,11,24.839999999999996,"Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Đà Nẵng, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Tôn Đức Thắng, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
107,108,16,2,2,9.39,1,5,5,3,1,3,2,1,3,3,3,1,3,3,2,"1,4,8",2,1,4,28.17,
108,109,19,2,1,8.07,2,4,3,3,1,1,2,1,3,1,1,3,1,2,3,"5,1,2",1,3,3,24.21,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
109,110,16,1,4,9.13,3,1,2,5,3,2,3,2,3,3,2,1,1,3,2,"7,5,6",6,4,5,27.39,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Học viện Ngoại giao, Trường Đại học Ngoại Thương"
110,111,17,2,1,8.99,4,3,4,3,3,2,3,1,1,1,3,1,3,1,1,"6,5,7",16,5,9,26.97,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Đại học Y Dược TP.HCM, Đại học Y khoa Phạm Ngọc Thạch"
111,112,18,2,1,7.74,5,5,2,4,2,1,1,3,2,3,3,2,3,2,1,"7,2,5",6,4,5,23.22,"Đại học Quốc gia Hà Nội, Học viện Báo chí và Tuyên truyền, Đại học Thăng Long, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
112,113,17,1,2,8.96,5,3,1,1,2,2,3,3,3,3,3,1,3,1,3,"5,7,1",6,4,5,26.880000000000003,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Học viện Ngoại giao, Học viện Chính sách và Phát triển, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Tôn Đức Thắng"
113,114,19,1,1,7.29,2,2,1,1,3,2,1,1,1,2,2,2,3,1,1,"7,1,4",11,2,6,21.87,"Trường Đại học Mỏ - Địa chất, Trường Đại học Xây dựng Hà Nội, Trường Đại học Hàng Hải Việt Nam, Trường Đại học Y tế công cộng, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Giao thông vận tải Thành phố Hồ Chí Minh"
114,115,18,2,4,7.64,5,3,4,3,1,1,1,2,1,3,2,1,2,1,1,"4,7,3",4,8,5,22.919999999999998,"Học viện phụ nữ Việt Nam, Trường Đại học Sư phạm - ĐH Đà nẵng"
115,116,19,1,2,7.14,5,3,5,4,3,2,3,2,1,2,3,3,1,3,2,"4,7,1",15,5,12,21.419999999999998,
116,117,16,1,3,7.37,2,4,3,5,2,2,1,2,2,3,2,1,1,2,2,"1,1,2",21,6,7,22.11,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Phạm Văn Đồng, Trường Đại học Quảng Bình, Trường Đại học Quảng Nam, Trường Đại học Tây Nguyên, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Sư phạm TP. HCM"
117,118,18,2,1,8.51,2,2,1,5,3,1,2,3,2,1,1,2,1,2,1,"5,7,2",16,5,9,25.53,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Đại học Y Dược TP.HCM, Đại học Y Dược Cần Thơ, Đại học Y khoa Phạm Ngọc Thạch"
118,119,16,1,5,7.57,4,1,4,1,3,2,1,1,1,3,3,2,1,3,3,"4,1,1",11,2,6,22.71,"Trường Đại học Mỏ - Địa chất, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam)"
119,120,19,2,1,9.05,1,2,1,3,1,1,1,3,2,3,1,2,3,3,2,"4,2,5",1,3,3,27.150000000000002,Trường Đại học Mỹ thuật Việt Nam
120,121,18,2,4,7.57,3,3,5,3,1,3,2,3,2,1,1,1,1,3,2,"1,1,2",16,5,9,22.71,"Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Trường Đại học Tây Nguyên, Trường Đại học Y Dược Buôn Ma Thuột, Trường Đại học Y khoa Vinh, Đại học Y Dược Cần Thơ, Đại học Cần Thơ"
121,122,16,2,2,7.37,3,1,3,2,2,3,3,2,3,3,2,2,2,2,1,"5,6,4",15,5,12,22.11,
122,123,16,1,2,8.22,3,4,1,3,1,1,3,3,3,2,3,3,1,2,1,"6,1,8",6,4,5,24.660000000000004,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Trường Đại học Mở Hà Nội, Học viện Báo chí và Tuyên truyền, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Tôn Đức Thắng"
123,124,18,1,2,7.76,2,2,3,2,3,1,2,1,1,3,3,1,2,1,3,"7,2,4",9,8,1,23.28,"Trường Đại học Mỏ - Địa chất, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Y tế công cộng, Trường Đại học Tài nguyên và Môi trường Hà Nội, Đại học Thăng Long, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Quốc tế - ĐH Quốc gia TP.HCM"
124,125,17,1,3,8.96,5,3,2,5,3,2,3,3,2,3,1,1,1,3,2,"6,4,1",2,1,4,26.880000000000003,
125,126,18,1,3,8.69,2,4,1,3,3,1,1,2,3,3,3,1,1,3,2,"6,1,5",1,3,3,26.07,"Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
126,127,18,2,4,9.01,2,3,1,1,1,3,1,1,2,1,3,2,1,1,1,"4,8,1",21,6,7,27.03,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Vinh"
127,128,17,1,3,8.03,4,4,2,3,2,2,1,1,1,1,3,1,1,3,3,"5,3,1",5,8,11,24.089999999999996,"Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Tôn Đức Thắng, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
128,129,18,2,1,8.03,4,2,1,5,2,2,1,3,3,1,2,2,1,1,1,"8,7,5",5,8,11,24.089999999999996,"Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Tôn Đức Thắng, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
129,130,16,2,1,9.11,5,2,5,3,1,3,1,3,3,3,3,3,2,3,1,"7,2,4",10,2,2,27.33,"Đại học Quốc gia Hà Nội, Trường Đại học Thương mại"
130,131,19,2,1,9.38,4,5,2,2,3,2,2,3,2,3,3,1,2,3,3,"4,3,1",10,2,2,28.14,Trường Đại học Kinh tế Quốc dân
131,132,18,1,5,9.31,3,5,2,5,3,1,3,2,3,3,3,2,2,2,2,"5,1,4",21,6,7,27.93,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Vinh"
132,133,19,2,2,8.68,4,1,1,4,2,2,2,2,1,2,1,1,3,2,1,"3,4,2",6,4,5,26.04,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Trường Đại học Thương mại, Học viện Ngoại giao, Học viện Chính sách và Phát triển, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM), Đại học Tôn Đức Thắng"
133,134,18,2,1,7.89,1,3,4,5,2,1,3,2,2,3,3,1,2,3,1,"7,6,1",2,1,4,23.669999999999998,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
134,135,16,2,2,9.06,3,5,4,1,1,2,1,1,2,1,1,1,2,1,3,"1,2,6",21,6,7,27.18,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Vinh"
135,136,16,1,1,8.04,3,2,3,2,2,1,3,1,1,3,2,2,3,3,1,"3,6,4",11,2,6,24.119999999999997,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh"
136,137,19,1,3,7.27,5,2,3,2,1,1,1,1,3,2,2,2,3,3,1,"3,1,6",1,3,3,21.81,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
137,138,17,2,1,9.11,2,5,3,1,3,3,1,1,1,2,3,3,3,1,1,"6,3,5",5,8,11,27.33,"Trường Đại học Kinh tế Quốc dân, Trường Đại học Văn hóa Hà Nội, Học viện Ngoại giao, Trường Đại học Sư phạm Nghệ thuật Trung ương, Đại học Kinh tế TP. HCM, Đại học Ngoại thương (Cơ sở TP.HCM)"
138,139,16,1,3,8.6,4,5,1,4,3,1,3,1,1,3,2,1,2,2,3,"7,6,3",4,8,5,25.799999999999997,"Đại học Quốc gia Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Văn hóa Hà Nội, Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM"
139,140,18,2,2,8.41,4,3,3,3,1,3,2,3,3,2,2,1,2,1,1,"6,8,3",2,1,4,25.23,
140,141,19,2,3,8.87,4,3,1,1,2,2,3,1,1,1,1,1,2,2,1,"1,7,1",1,3,3,26.61,"Trường Đại học Mỹ thuật Việt Nam, Đại học Kiến trúc Thành phố Hồ Chí Minh"
141,142,17,1,2,8.45,2,1,1,1,2,1,2,1,2,1,3,3,1,3,1,"6,3,5",2,1,4,25.349999999999998,
142,143,19,2,4,8.49,5,4,2,4,1,2,3,3,3,2,1,3,2,2,1,"8,6,7",15,5,12,25.47,
143,144,18,1,2,9.08,4,5,1,3,3,1,2,2,2,2,3,2,3,3,3,"5,6,1",3,1,2,27.240000000000002,Học viện Ngoại giao
144,145,16,2,1,7.08,5,3,4,3,1,3,3,2,3,1,3,1,3,2,2,"2,5,8",4,8,5,21.240000000000002,"Học viện phụ nữ Việt Nam, Trường Đại học Khoa học - ĐH Huế"
145,146,16,1,3,8.36,1,1,3,1,1,1,1,1,2,3,3,3,1,3,1,"4,3,5",1,3,3,25.08,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
146,147,17,2,4,8.3,1,4,1,2,2,3,1,3,2,2,1,3,3,1,2,"1,2,4",2,1,4,24.900000000000002,
147,148,18,2,1,9.26,1,3,4,2,1,2,1,2,3,1,2,1,1,2,3,"1,5,1",9,8,1,27.78,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Kinh tế Quốc dân"
148,149,16,2,5,7.41,3,3,5,2,2,3,1,3,3,1,3,3,3,2,2,"8,3,7",3,1,2,22.23,"Trường Đại học Mỏ - Địa chất, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế - Tài chính TP.HCM, Đại học Ngân hàng TP. HCM"
149,150,18,2,2,9.45,2,2,1,5,3,1,1,1,2,1,1,2,3,1,3,"1,7,1",3,1,2,28.349999999999998,Trường Đại học Ngoại Thương
150,151,16,2,5,7.29,1,3,4,3,3,1,1,3,1,3,2,1,2,1,2,"3,2,1",1,3,3,21.87,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
151,152,16,1,1,8.51,5,3,4,3,1,1,3,3,3,2,3,3,1,3,2,"5,6,2",11,2,6,25.53,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM"
152,153,16,2,2,7.75,4,1,3,3,2,1,3,1,3,1,3,1,2,2,2,"2,8,4",6,4,5,23.25,"Đại học Quốc gia Hà Nội, Học viện Báo chí và Tuyên truyền, Đại học Thăng Long, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
153,154,16,2,2,9.13,2,5,3,3,2,1,1,1,2,1,3,2,1,3,3,"4,6,8",1,3,3,27.39,Trường Đại học Mỹ thuật Việt Nam
154,155,16,1,5,8.9,5,1,2,1,1,1,2,3,3,2,2,3,1,3,3,"3,1,4",16,5,9,26.700000000000003,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Đại học Y Dược TP.HCM, Đại học Y Dược Cần Thơ, Đại học Y khoa Phạm Ngọc Thạch"
155,156,17,2,1,9.14,5,2,5,2,2,2,2,2,3,1,1,1,1,3,3,"1,8,2",5,8,11,27.42,"Trường Đại học Kinh tế Quốc dân, Trường Đại học Văn hóa Hà Nội, Học viện Ngoại giao, Trường Đại học Sư phạm Nghệ thuật Trung ương, Đại học Kinh tế TP. HCM, Đại học Ngoại thương (Cơ sở TP.HCM)"
156,157,18,2,5,7.29,4,2,3,5,1,2,2,1,2,1,2,3,1,3,1,"4,5,3",18,3,8,21.87,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội"
157,158,17,2,4,9.46,2,1,2,5,2,2,1,2,1,2,3,2,3,2,3,"1,8,5",8,5,1,28.380000000000003,
158,159,19,2,3,7.19,1,1,1,2,3,3,2,2,1,1,2,2,3,1,1,"2,7,5",1,3,3,21.57,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
159,160,17,2,3,7.96,2,1,4,5,1,2,3,2,2,1,3,2,2,1,3,"5,1,3",6,4,5,23.88,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Mở Hà Nội, Học viện Báo chí và Tuyên truyền, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
160,161,17,1,1,7.25,2,4,5,3,3,2,2,2,3,3,1,3,3,2,3,"4,1,3",4,8,5,21.75,"Học viện phụ nữ Việt Nam, Trường Đại học Khoa học - ĐH Huế"
