,Id,Age,Gender,Departments,Score,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,,
216,217,17,2,1,14.64,7.32,5,3,5,5,3,1,3,2,3,2,1,3,3,1,1,"3,2,7",10,2,2,,
217,218,19,1,1,18.66,9.33,4,5,3,4,1,3,1,3,2,1,3,3,1,1,3,"6,1,2",6,4,5,,
218,219,16,1,2,16.76,8.38,1,4,1,3,2,2,2,2,1,1,2,3,2,2,1,"8,4,5",16,5,9,,
219,220,16,2,4,17.8,8.9,2,4,1,2,1,2,3,3,3,3,3,2,3,3,1,"1,7,3",4,8,5,,
220,221,19,1,1,14.54,7.27,1,4,5,1,2,3,1,1,3,2,2,1,2,3,1,"5,3,1",1,3,3,,
221,222,19,1,1,14.82,7.41,3,1,2,1,1,1,3,3,2,1,2,1,3,2,3,"4,1,6",1,3,3,,
222,223,17,2,3,14.42,7.21,2,4,4,2,1,1,3,2,2,1,1,2,2,3,3,"4,1,6",1,3,3,,
223,224,17,1,1,17.08,8.54,4,5,2,3,1,1,2,3,3,3,2,1,3,3,3,"7,6,2",1,3,3,,
224,225,16,2,1,15.8,7.9,3,3,3,1,2,2,1,2,2,1,1,1,2,2,2,"4,6,1",22,4,10,,
225,226,16,1,3,18.64,9.32,1,1,5,3,2,2,3,2,2,3,2,2,3,2,2,"2,6,8",2,1,4,,
226,227,18,1,2,14.14,7.07,5,1,1,1,3,3,3,3,1,3,1,3,1,1,2,"5,6,3",1,3,3,,
227,228,16,1,3,16.4,8.2,4,5,4,5,3,3,2,2,2,2,1,3,3,3,3,"1,7,8",6,4,5,,
228,229,19,2,2,17.86,8.93,3,1,1,1,2,1,1,2,1,1,2,1,2,3,3,"4,6,2",1,3,3,,
229,230,18,2,2,14.56,7.28,3,3,1,5,3,2,2,1,3,3,1,2,1,3,2,"2,3,4",3,1,2,,
230,231,19,1,1,15.88,7.94,1,3,5,5,1,2,2,1,1,1,1,1,2,3,1,"7,5,1",6,4,5,,
231,232,17,2,1,18.04,9.02,4,5,3,5,2,3,2,1,1,1,1,3,1,3,1,"1,5,4",15,5,12,,
232,233,19,2,1,18.6,9.3,2,3,4,2,1,1,2,2,3,2,1,2,2,2,3,"7,6,5",5,8,11,,
233,234,19,1,1,16.56,8.28,2,3,3,4,3,3,2,1,1,3,1,1,3,3,1,"7,2,6",9,8,1,,
234,235,17,2,1,15.8,7.9,2,2,1,2,1,2,1,3,1,3,3,3,3,1,1,"1,4,6",1,3,3,,
235,236,19,2,4,18.44,9.22,3,4,5,3,1,2,2,3,1,2,3,1,3,3,3,"2,3,1",5,8,11,,
236,237,17,2,3,14.4,7.2,2,5,2,4,3,3,1,2,2,3,2,1,3,2,2,"1,7,1",10,2,2,,
237,238,17,1,2,17.46,8.73,2,1,3,1,3,3,2,1,1,2,3,2,1,2,2,"5,7,4",9,8,1,,
238,239,17,1,3,17.82,8.91,5,1,2,4,3,1,1,2,2,2,1,1,1,1,1,"2,5,3",16,5,9,,
239,240,16,2,1,14.26,7.13,2,5,2,3,1,1,3,2,2,3,3,2,2,2,2,"1,4,5",11,2,6,,
240,241,17,2,1,14.58,7.29,1,1,2,2,2,2,1,1,2,3,2,3,2,3,2,"7,5,4",6,4,5,,
241,242,16,2,5,14.88,7.44,5,3,1,2,3,3,3,1,1,3,2,1,3,1,2,"2,8,4",4,8,5,,
242,243,16,1,1,17.08,8.54,5,3,5,3,3,3,3,3,2,2,3,2,3,3,3,"2,4,8",1,3,3,,
243,244,19,2,2,18.8,9.4,3,4,1,4,1,1,3,1,3,2,3,1,2,1,2,"2,8,1",9,8,1,,
244,245,19,1,3,15.92,7.96,4,2,1,1,3,3,1,3,2,2,1,2,3,3,2,"6,7,3",6,4,5,,
245,246,19,2,1,16.84,8.42,5,2,3,3,2,2,1,1,3,3,2,2,2,3,1,"2,5,3",6,4,5,,
246,247,18,2,3,15.74,7.87,5,5,1,1,2,1,1,1,3,1,1,2,3,3,1,"5,3,7",4,8,5,,
247,248,19,1,3,17.66,8.83,3,1,3,5,3,2,1,1,3,1,2,1,2,3,1,"7,1,4",2,1,4,,
248,249,16,2,2,16.56,8.28,1,3,3,5,1,1,1,2,1,3,1,1,3,3,1,"1,3,6",21,6,7,,
249,250,17,2,1,15.28,7.64,2,1,5,3,3,3,1,1,1,1,2,3,3,2,3,"2,1,3",1,3,3,,
250,251,19,2,5,18.9,9.45,3,1,5,1,2,2,3,2,2,2,2,3,3,1,3,"4,1,5",1,3,3,,
251,252,18,1,1,14.36,7.18,5,3,5,5,1,1,2,1,3,2,2,1,1,2,3,"4,5,7",3,1,2,,
252,253,16,2,3,18.18,9.09,1,3,5,5,1,3,2,2,3,3,2,3,3,2,1,"1,4,5",1,3,3,,
253,254,18,2,2,18.94,9.47,5,1,1,3,1,3,2,1,1,3,1,2,2,3,3,"6,4,7",6,4,5,,
254,255,18,1,2,18.74,9.37,4,5,4,4,2,2,3,3,3,1,2,3,3,3,3,"1,4,1",8,5,1,,
255,256,16,2,3,15.72,7.86,1,2,5,5,2,2,3,3,3,3,2,3,1,2,2,"7,3,1",5,8,11,,
256,257,16,2,5,14.92,7.46,4,4,3,2,2,1,2,3,1,1,3,2,2,2,3,"6,2,1",2,1,4,,
257,258,16,1,1,17.94,8.97,5,4,1,3,1,2,2,3,1,1,1,2,3,1,3,"8,2,3",2,1,4,,
258,259,17,2,2,14.82,7.41,2,5,4,1,1,2,1,1,2,3,1,1,3,2,2,"4,3,6",5,8,11,,
259,260,17,1,1,18.34,9.17,2,5,4,4,3,1,2,2,1,1,1,3,2,3,2,"6,1,3",4,8,5,,
260,261,18,1,2,17.98,8.99,4,5,2,3,2,3,1,2,3,2,2,3,1,3,2,"1,3,8",6,4,5,,
261,262,19,2,3,14.26,7.13,4,1,2,5,1,1,3,2,3,2,2,1,3,1,3,"7,1,6",8,5,1,,
262,263,16,1,4,17.82,8.91,5,1,5,5,1,1,3,1,3,3,3,3,1,1,3,"2,3,6",21,6,7,,
263,264,17,2,5,18.34,9.17,5,4,1,4,2,3,3,3,2,1,2,2,2,1,1,"1,7,4",2,1,4,,
264,265,17,2,1,15.38,7.69,3,2,4,1,2,2,3,2,1,3,2,2,3,2,1,"2,4,3",2,1,4,,
265,266,17,2,1,15.88,7.94,2,4,5,2,1,1,2,3,1,3,2,3,3,3,3,"2,4,5",2,1,4,,
266,267,16,2,4,17.84,8.92,5,2,5,3,3,2,1,2,1,3,3,2,3,3,3,"1,8,7",8,5,1,,
267,268,19,1,5,18.84,9.42,4,3,5,3,3,2,3,2,1,2,3,1,3,1,1,"2,1,7",4,8,5,,
268,269,17,2,1,14.94,7.47,4,1,4,4,2,2,3,3,3,3,3,2,2,3,1,"2,7,6",3,1,2,,
269,270,18,2,4,14.88,7.44,3,3,4,3,2,1,2,2,3,3,2,2,2,1,2,"7,8,4",10,2,2,,
270,271,19,1,2,17.34,8.67,3,1,3,1,1,2,1,1,2,3,3,3,2,2,3,"8,1,5",1,3,3,,
271,272,19,1,5,16.8,8.4,3,1,5,2,3,2,2,1,1,1,2,1,3,2,2,"3,5,1",4,8,5,,
272,273,19,2,1,15.38,7.69,1,5,2,2,1,3,1,2,3,1,1,1,3,3,1,"7,4,5",5,8,11,,
273,274,16,2,5,15.24,7.62,5,5,2,1,1,3,1,1,1,3,2,3,1,1,1,"5,8,6",1,3,3,,
274,275,18,1,1,15,7.5,3,5,2,2,1,3,1,1,1,1,2,1,3,1,2,"7,3,6",8,5,1,,
275,276,18,1,4,18.34,9.17,1,2,2,5,2,3,3,1,1,2,3,2,1,3,3,"4,1,7",2,1,4,,
276,277,18,2,2,16.16,8.08,5,2,3,3,3,2,3,1,3,2,3,2,3,2,3,"1,6,2",21,6,7,,
277,278,18,1,2,17.78,8.89,5,5,4,2,1,3,3,3,2,3,3,3,2,3,3,"1,4,8",1,3,3,,
278,279,18,1,4,15.74,7.87,4,5,5,2,1,2,2,3,2,2,2,2,1,1,2,"5,3,7",18,3,8,,
279,280,18,1,5,14.04,7.02,5,3,1,2,2,3,1,3,2,3,1,1,3,2,1,"1,3,8",1,3,3,,
280,281,17,2,3,14.24,7.12,2,3,4,3,2,2,1,3,1,1,2,3,2,2,3,"1,3,5",2,1,4,,
281,282,19,2,1,16.66,8.33,1,1,3,2,2,2,2,3,3,3,1,3,1,1,1,"5,1,6",10,2,2,,
282,283,19,1,4,16.26,8.13,5,2,1,1,2,2,1,1,3,3,1,2,1,2,2,"5,4,8",18,3,8,,
283,284,16,2,3,18.74,9.37,3,3,3,4,2,2,3,2,1,1,3,2,2,3,1,"1,1,7",16,5,9,,
284,285,17,2,1,14.42,7.21,1,3,5,2,2,3,3,2,3,3,3,3,1,2,3,"8,3,7",8,5,1,,
285,286,18,2,3,18.74,9.37,4,5,2,3,3,2,1,3,1,3,2,3,2,2,3,"4,1,8",6,4,5,,
286,287,18,1,1,14.12,7.06,5,4,3,1,3,3,1,1,3,3,1,1,1,1,3,"1,1,3",8,5,1,,
287,288,17,1,4,17.94,8.97,1,4,5,4,1,3,1,1,3,3,1,1,2,1,3,"8,4,3",1,3,3,,
288,289,18,1,5,14.8,7.4,1,2,3,3,1,2,3,3,1,1,1,3,3,3,2,"3,8,2",1,3,3,,
289,290,18,1,3,16,8,5,4,1,2,3,2,1,3,1,2,3,3,3,1,2,"1,8,6",1,3,3,,
290,291,16,1,1,15.86,7.93,1,1,3,2,3,3,3,3,2,1,2,1,2,3,2,"4,7,3",15,5,12,,
291,292,19,2,2,15.52,7.76,1,2,5,2,3,1,1,3,3,1,3,1,2,3,3,"6,7,4",4,8,5,,
292,293,16,2,5,15.76,7.88,2,1,2,3,1,2,3,2,1,1,2,3,3,2,1,"2,3,8",9,8,1,,
293,294,18,2,1,17.16,8.58,2,5,5,5,2,3,2,2,1,1,1,3,3,1,2,"2,7,1",8,5,1,,
294,295,18,2,1,15.82,7.91,4,1,5,2,2,2,3,1,1,3,3,3,3,2,3,"5,3,1",3,1,2,,
295,296,19,1,2,14.34,7.17,4,1,5,2,1,3,1,1,1,2,1,2,2,1,3,"2,5,8",1,3,3,,
296,297,19,2,2,15.38,7.69,5,3,3,3,2,3,1,2,3,3,2,3,2,3,3,"7,6,4",3,1,2,,
297,298,16,1,5,15.68,7.84,4,3,1,1,1,1,1,2,1,3,1,2,1,2,1,"2,5,3",1,3,3,,
298,299,19,2,4,17.16,8.58,5,2,3,4,2,2,3,1,1,1,1,1,1,1,3,"8,3,4",18,3,8,,
299,300,19,1,1,17.42,8.71,4,5,3,4,2,3,2,1,3,3,3,1,2,3,1,"1,4,1",15,5,12,,
300,301,19,2,4,18.3,9.15,1,4,3,5,1,2,2,2,1,1,2,2,1,2,1,"7,3,8",3,1,2,,
301,302,19,1,3,14.6,7.3,5,4,2,5,1,2,2,1,1,1,2,3,2,1,2,"4,8,7",2,1,4,,
302,303,19,1,4,15.58,7.79,2,4,1,3,1,1,2,2,3,2,3,1,2,2,2,"6,1,3",1,3,3,,
303,304,18,1,1,15.66,7.83,4,2,4,1,3,1,2,1,1,1,3,3,1,1,3,"3,8,1",3,1,2,,
304,305,18,2,1,18.86,9.43,1,5,1,3,3,1,3,1,3,1,2,1,3,3,3,"5,2,3",9,8,1,,
305,306,19,2,1,16.02,8.01,1,3,5,5,1,1,2,1,2,1,1,1,3,1,2,"7,5,1",3,1,2,,
306,307,17,2,1,17.38,8.69,3,1,2,2,3,3,1,3,1,1,3,1,3,1,2,"2,5,7",6,4,5,,
307,308,18,2,5,17.1,8.55,2,2,2,3,3,1,3,3,1,3,1,2,2,2,3,"7,2,4",9,8,1,,
308,309,17,1,3,18.76,9.38,1,2,2,3,2,3,2,3,1,1,3,2,3,2,2,"2,3,1",1,3,3,,
309,310,17,1,2,14.82,7.41,2,4,3,5,3,2,1,2,2,1,2,3,1,1,3,"1,8,3",2,1,4,,
310,311,18,1,1,15,7.5,5,4,3,1,3,1,3,3,3,2,2,1,2,2,2,"1,2,3",1,3,3,,
311,312,16,2,1,16.06,8.03,1,1,4,4,3,2,3,2,3,1,1,2,3,2,1,"4,2,8",6,4,5,,
312,313,18,1,1,18.14,9.07,5,3,3,1,2,3,2,1,2,3,3,2,3,3,2,"1,7,5",1,3,3,,
313,314,16,2,1,15.58,7.79,5,2,1,2,3,3,1,1,2,2,2,1,1,3,2,"7,2,1",11,2,6,,
314,315,17,2,4,15.92,7.96,3,4,5,4,3,3,3,3,3,3,1,2,3,2,2,"1,6,1",11,2,6,,
315,316,18,1,1,18.1,9.05,3,1,3,3,1,3,1,3,2,3,3,2,2,3,3,"8,7,6",10,2,2,,
316,317,17,2,4,17.54,8.77,3,3,1,5,3,2,3,3,2,3,1,2,3,2,1,"8,3,1",8,5,1,,
317,318,16,1,5,14.1,7.05,2,5,3,3,3,2,1,1,2,2,2,3,1,2,1,"7,5,2",8,5,1,,
318,319,16,1,3,18.98,9.49,1,3,3,3,2,3,2,1,2,1,1,3,2,1,3,"2,7,8",4,8,5,,
319,320,18,2,4,18.98,9.49,2,1,4,1,2,1,3,3,2,1,3,3,3,3,2,"1,1,2",1,3,3,,
320,321,17,1,1,15.62,7.81,3,3,1,5,1,2,3,1,1,1,1,1,3,3,2,"4,3,5",2,1,4,,
321,322,16,2,5,18.12,9.06,3,3,2,5,2,1,2,1,3,1,3,3,2,3,3,"6,2,3",3,1,2,,
322,323,19,1,4,18.48,9.24,3,5,3,2,1,2,2,1,1,1,3,3,3,2,1,"2,4,7",15,5,12,,
323,324,16,2,3,14.22,7.11,2,5,3,1,1,3,1,3,2,1,1,2,2,2,2,"4,2,8",2,1,4,,
324,325,16,1,5,14.5,7.25,2,4,5,4,3,2,3,3,3,1,1,1,1,3,1,"6,3,8",22,4,10,,
325,326,18,2,1,15.44,7.72,1,3,2,3,1,1,2,1,2,2,2,3,2,2,1,"5,3,6",11,2,6,,
326,327,16,1,2,16.12,8.06,4,2,5,4,1,3,1,1,3,2,2,1,1,3,3,"7,1,1",16,5,9,,
327,328,16,1,1,16.16,8.08,1,3,5,2,2,1,3,2,2,1,3,3,3,1,3,"2,1,7",1,3,3,,
328,329,17,2,1,15.58,7.79,2,4,5,4,2,3,2,3,3,3,3,1,1,2,3,"1,2,3",5,8,11,,
329,330,18,2,5,16.14,8.07,5,5,1,4,3,2,1,2,3,2,3,3,3,2,2,"1,3,2",4,8,5,,
330,331,18,1,5,17.94,8.97,1,2,3,3,1,2,2,3,3,1,3,1,1,1,1,"2,7,1",11,2,6,,
331,332,16,2,4,16.66,8.33,1,4,2,2,1,3,1,3,2,2,1,2,2,3,1,"1,5,1",15,5,12,,
332,333,17,1,3,15.88,7.94,1,3,5,1,3,2,3,3,1,3,1,3,1,1,2,"7,5,1",6,4,5,,
333,334,17,2,2,18.9,9.45,1,3,5,3,1,1,2,2,1,2,1,1,3,1,2,"1,8,5",1,3,3,,
334,335,16,1,3,15.68,7.84,1,4,4,2,3,1,3,1,3,2,3,3,3,3,1,"1,5,3",11,2,6,,
335,336,17,2,2,17.44,8.72,2,5,1,2,1,1,3,1,1,2,2,1,2,1,2,"3,5,4",4,8,5,,
336,337,17,1,1,18.58,9.29,5,4,1,2,1,1,2,1,2,2,1,1,2,2,2,"1,8,7",5,8,11,,
337,338,17,1,1,15.52,7.76,5,3,2,1,2,3,3,3,2,3,2,3,1,2,3,"1,6,4",8,5,1,,
338,339,19,2,1,16.28,8.14,5,1,3,5,2,1,3,3,1,1,1,1,2,3,1,"2,7,5",6,4,5,,
339,340,19,2,1,16.24,8.12,2,4,2,1,2,2,3,1,3,3,3,1,1,3,3,"8,5,7",5,8,11,,
340,341,18,2,2,17.74,8.87,5,3,5,2,3,1,3,2,2,1,2,2,1,3,3,"8,2,3",9,8,1,,
341,342,19,2,1,17.6,8.8,2,1,5,5,1,1,1,2,1,2,3,3,3,1,3,"1,7,2",1,3,3,,
342,343,19,2,2,15.38,7.69,5,1,5,3,1,3,1,3,2,3,2,1,2,1,3,"6,5,8",21,6,7,,
343,344,19,1,5,17.84,8.92,1,1,3,3,3,2,3,1,3,3,2,1,2,1,1,"8,2,4",2,1,4,,
344,345,17,1,5,18.98,9.49,4,5,1,2,1,2,3,3,3,2,2,1,1,3,2,"6,7,4",3,1,2,,
345,346,16,2,1,17.58,8.79,1,3,5,4,2,3,2,2,1,3,2,2,1,1,2,"2,7,6",6,4,5,,
346,347,16,2,1,18.24,9.12,2,1,2,1,2,3,2,2,1,1,3,2,3,2,1,"4,6,2",11,2,6,,
347,348,17,2,5,16.06,8.03,3,1,1,5,3,3,2,1,3,3,3,3,3,2,3,"6,8,5",5,8,11,,
348,349,18,1,3,14.46,7.23,5,2,2,4,1,2,3,1,3,1,3,2,2,1,1,"7,3,6",6,4,5,,
349,350,17,2,1,18.44,9.22,1,4,3,5,1,3,2,2,1,2,2,1,2,1,1,"1,2,6",6,4,5,,
350,351,18,1,4,17.16,8.58,5,5,5,5,1,3,3,3,3,2,1,3,3,2,1,"6,7,3",2,1,4,,
351,352,19,1,1,14.46,7.23,1,4,4,5,3,3,1,3,2,3,2,1,3,3,3,"1,6,3",4,8,5,,
352,353,16,2,5,17.08,8.54,2,4,2,2,2,1,2,1,3,1,2,1,3,3,2,"3,5,2",2,1,4,,
353,354,16,1,1,14.72,7.36,3,2,3,3,3,1,2,3,3,3,1,1,3,3,1,"3,1,1",3,1,2,,
354,355,19,2,1,17.18,8.59,1,4,5,3,3,1,1,3,2,1,3,2,3,2,3,"6,1,4",11,2,6,,
355,356,17,2,4,14.8,7.4,4,4,3,3,1,1,2,3,2,1,1,3,1,1,3,"4,6,7",11,2,6,,
356,357,18,1,1,16.52,8.26,5,4,1,4,3,3,2,2,2,2,3,2,2,1,2,"7,1,8",15,5,12,,
357,358,16,2,4,14.54,7.27,3,2,4,3,2,1,1,3,3,2,1,2,2,3,1,"8,2,3",21,6,7,,
358,359,19,2,1,18.1,9.05,4,3,3,5,2,1,3,3,3,1,1,1,1,2,1,"2,8,1",1,3,3,,
359,360,17,1,5,17.72,8.86,2,2,3,5,2,1,2,3,1,1,1,1,2,3,1,"2,5,1",3,1,2,,
360,361,19,1,2,18.62,9.31,3,1,4,5,2,3,2,3,2,2,3,3,2,2,3,"7,1,4",1,3,3,,
361,362,16,2,4,15.62,7.81,3,5,1,2,1,2,2,2,1,1,2,2,1,3,2,"6,1,8",1,3,3,,
362,363,18,2,4,17.64,8.82,4,1,5,1,1,3,3,3,1,1,2,1,1,1,3,"1,1,5",11,2,6,,
363,364,18,2,1,15.34,7.67,2,1,2,4,1,2,3,2,2,3,2,3,3,2,2,"6,3,1",16,5,9,,
364,365,17,2,1,18.12,9.06,4,1,2,4,2,3,1,3,1,1,3,1,1,1,1,"1,8,3",15,5,12,,
365,366,19,2,3,18.08,9.04,4,3,1,4,2,2,1,1,2,1,3,3,1,1,3,"5,1,2",2,1,4,,
366,367,18,2,1,17.14,8.57,2,1,2,1,3,3,2,3,1,1,2,3,1,2,2,"3,6,7",5,8,11,,
367,368,19,2,1,15.16,7.58,5,1,1,1,1,1,3,1,3,3,1,2,1,3,1,"8,4,1",1,3,3,,
368,369,18,2,3,18.42,9.21,3,5,4,2,1,2,1,1,3,2,1,3,2,1,3,"1,7,2",15,5,12,,
369,370,19,2,4,17.58,8.79,4,5,3,4,1,3,1,2,1,3,1,3,2,3,3,"8,1,7",18,3,8,,
370,371,18,1,4,15.78,7.89,2,2,5,1,3,2,2,1,2,1,3,3,1,3,1,"1,1,8",5,8,11,,
371,372,16,2,1,18.52,9.26,5,5,5,2,2,2,3,1,2,2,1,3,1,2,3,"2,1,4",3,1,2,,
372,373,19,1,1,18.32,9.16,5,3,5,2,1,2,1,2,2,1,2,1,2,1,2,"7,1,1",21,6,7,,
373,374,17,2,4,18,9,5,5,5,4,2,2,3,1,2,2,3,1,1,2,1,"1,6,1",4,8,5,,
374,375,18,1,5,14.72,7.36,2,5,5,1,3,1,3,2,3,1,1,2,2,3,3,"5,3,1",2,1,4,,
375,376,17,1,4,18.4,9.2,2,3,4,4,1,2,1,3,2,2,3,3,3,3,2,"5,1,7",8,5,1,,
376,377,16,2,5,16.92,8.46,5,4,2,3,1,1,1,3,3,2,1,1,2,3,3,"7,2,3",5,8,11,,
377,378,19,2,1,18.58,9.29,1,3,4,1,1,1,2,2,3,1,1,1,1,1,3,"6,5,1",10,2,2,,
378,379,17,1,3,18.62,9.31,3,5,4,5,2,1,2,3,3,1,2,2,3,1,1,"7,8,4",2,1,4,,
379,380,19,1,1,18.5,9.25,1,3,5,5,3,2,3,1,3,2,2,3,1,2,2,"2,5,8",15,5,12,,
380,381,17,1,2,15.58,7.79,4,1,2,3,2,3,1,3,1,3,1,1,2,3,2,"7,6,8",6,4,5,,
381,382,18,2,1,17.86,8.93,4,4,3,1,1,2,2,3,2,3,1,3,2,2,2,"5,2,8",21,6,7,,
382,383,19,1,3,17.56,8.78,5,3,4,2,2,1,1,2,3,2,1,2,2,1,1,"8,2,1",2,1,4,,
383,384,18,1,1,16.68,8.34,4,1,2,3,2,2,3,1,3,2,2,1,2,3,2,"7,5,6",16,5,9,,
384,385,18,1,3,17.24,8.62,4,3,1,2,1,1,1,1,3,3,2,3,2,2,1,"4,8,2",2,1,4,,
385,386,18,2,4,15.14,7.57,4,5,5,3,1,1,1,2,2,2,2,2,3,2,3,"4,7,6",6,4,5,,
386,387,18,2,4,18.08,9.04,5,3,3,2,2,3,2,3,2,1,3,1,1,2,1,"3,6,4",1,3,3,,
387,388,19,2,5,14.96,7.48,2,2,5,3,1,2,2,3,1,3,2,1,3,2,1,"1,4,3",1,3,3,,
388,389,17,1,5,18,9,1,3,1,5,3,2,3,1,3,2,2,3,2,3,2,"1,3,5",3,1,2,,
389,390,18,2,4,17.24,8.62,1,4,5,1,1,1,3,1,2,2,2,2,2,2,1,"2,4,1",8,5,1,,
390,391,17,1,5,17.66,8.83,1,5,2,1,1,3,2,3,2,3,3,1,1,2,2,"3,1,2",2,1,4,,
391,392,19,2,4,18.4,9.2,2,1,1,3,1,1,3,3,2,3,3,1,1,2,3,"1,7,6",1,3,3,,
392,393,19,1,2,17.78,8.89,1,1,4,3,2,3,3,3,3,1,3,2,3,3,2,"4,1,7",10,2,2,,
393,394,16,1,4,17,8.5,2,2,1,3,3,2,2,2,2,1,1,3,2,3,3,"1,8,2",1,3,3,,
394,395,19,2,2,17.4,8.7,4,4,5,4,1,2,3,3,3,3,2,1,2,1,2,"1,7,5",1,3,3,,
395,396,17,2,4,14.76,7.38,2,3,4,4,1,3,3,1,3,3,2,3,1,3,2,"8,1,4",2,1,4,,
396,397,16,1,1,14.02,7.01,1,2,2,3,3,2,1,1,3,2,3,1,3,2,3,"6,1,8",5,8,11,,
397,398,16,2,5,14.04,7.02,2,1,3,1,1,1,1,3,1,2,2,1,2,3,2,"7,6,8",3,1,2,,
398,399,17,2,2,17.92,8.96,2,2,1,1,2,2,1,3,2,1,1,1,1,2,2,"1,2,4",8,5,1,,
399,400,16,2,2,14.72,7.36,5,5,5,4,3,3,3,2,2,3,1,3,2,2,3,"7,6,4",15,5,12,,
400,401,17,2,5,18.4,9.2,4,1,5,4,1,1,3,3,1,2,2,3,2,3,1,"3,1,2",10,2,2,,
401,402,17,2,1,18.58,9.29,3,1,1,1,2,3,3,1,1,1,2,2,1,1,3,"4,5,7",2,1,4,,
402,403,17,2,5,18.94,9.47,2,1,2,1,1,3,1,2,3,2,1,3,1,3,1,"6,1,3",21,6,7,,
403,404,17,1,5,18.24,9.12,3,3,2,4,2,1,3,1,1,3,2,2,2,3,2,"5,1,6",11,2,6,,
404,405,17,1,2,18.36,9.18,5,3,2,2,2,1,1,3,3,2,3,2,1,2,2,"1,8,6",10,2,2,,
405,406,18,1,4,17.64,8.82,5,1,2,2,2,3,3,3,1,1,3,2,3,3,3,"1,2,6",1,3,3,,
406,407,19,1,3,15.76,7.88,3,5,2,1,2,1,1,3,1,3,1,1,3,2,1,"1,5,6",5,8,11,,
407,408,19,1,2,17.1,8.55,1,2,1,1,1,3,2,3,1,3,2,2,2,2,3,"8,7,2",9,8,1,,
408,409,16,1,1,15.08,7.54,2,2,5,5,2,3,3,1,1,2,1,3,2,1,2,"4,1,7",10,2,2,,
409,410,16,1,1,17.9,8.95,5,2,1,1,3,3,2,3,2,3,3,1,1,1,1,"6,4,5",18,3,8,,
410,411,18,1,4,17.84,8.92,1,2,3,1,2,1,2,1,1,3,3,3,1,1,1,"5,6,4",15,5,12,,
411,412,18,2,4,17.06,8.53,2,1,3,2,2,3,3,2,1,1,2,3,2,1,2,"6,8,7",5,8,11,,
412,413,18,1,4,16.98,8.49,2,3,1,5,3,2,3,1,1,1,3,2,3,1,2,"3,1,7",11,2,6,,
413,414,18,1,4,14.02,7.01,2,2,5,5,1,3,2,2,1,1,1,1,2,3,1,"1,1,2",2,1,4,,
414,415,19,1,5,18.24,9.12,3,3,5,5,2,3,2,2,1,1,2,2,1,3,1,"6,1,5",1,3,3,,
415,416,16,2,5,16.34,8.17,1,2,3,3,2,2,2,1,3,3,2,3,3,1,3,"2,7,1",18,3,8,,
416,417,16,1,1,17.28,8.64,5,4,4,1,2,2,3,1,2,3,2,1,2,3,2,"3,8,7",1,3,3,,
417,418,19,1,1,14.7,7.35,2,3,2,5,1,3,3,1,1,3,1,3,3,3,2,"3,1,8",16,5,9,,
418,419,17,2,1,17.14,8.57,5,5,1,4,2,3,1,1,2,2,1,3,3,2,2,"5,1,4",4,8,5,,
419,420,17,1,2,16.2,8.1,1,4,2,4,1,1,1,3,3,2,2,3,2,3,1,"1,5,3",1,3,3,,
420,421,19,1,3,17.66,8.83,3,2,4,1,1,3,2,1,2,3,3,2,2,2,2,"7,8,4",2,1,4,,
421,422,19,1,5,17.46,8.73,5,5,2,4,3,3,2,2,3,1,3,2,2,2,3,"5,2,4",3,1,2,,
422,423,19,2,1,16.36,8.18,2,2,5,5,1,3,2,1,2,1,3,1,3,1,2,"8,6,7",3,1,2,,
423,424,18,1,1,14.6,7.3,3,2,1,3,1,2,1,2,3,2,3,1,1,2,1,"4,1,8",5,8,11,,
424,425,19,2,2,17.66,8.83,2,5,4,3,3,1,2,3,3,1,1,3,3,3,2,"6,1,4",4,8,5,,
425,426,17,2,3,16.22,8.11,1,2,1,3,1,3,2,1,3,1,1,3,1,2,2,"6,7,1",10,2,2,,
426,427,19,1,4,17.5,8.75,1,1,4,5,2,1,3,1,2,3,3,1,1,2,2,"1,1,5",1,3,3,,
427,428,19,1,3,17.36,8.68,1,3,3,2,2,1,2,1,1,1,2,1,3,3,1,"8,3,4",1,3,3,,
428,429,19,2,3,15.18,7.59,5,1,3,5,3,2,3,2,3,3,1,1,2,1,2,"2,3,5",18,3,8,,
429,430,16,1,1,18.86,9.43,2,5,1,2,3,2,3,1,3,3,1,3,3,1,2,"5,6,3",18,3,8,,
430,431,17,1,4,15.44,7.72,4,5,5,4,1,3,3,2,1,2,1,3,1,2,3,"2,1,1",1,3,3,,
431,432,18,1,4,17.5,8.75,5,1,4,5,2,2,1,3,1,2,3,1,1,2,1,"3,1,1",4,8,5,,
432,433,18,2,1,16.78,8.39,1,1,3,2,3,3,1,2,1,2,1,1,3,1,3,"1,7,1",1,3,3,,
433,434,18,2,1,14.08,7.04,3,2,1,1,2,3,2,2,1,3,3,1,2,3,1,"1,5,8",2,1,4,,
434,435,16,1,2,17.18,8.59,1,2,4,2,2,3,2,3,1,2,2,3,3,3,3,"3,1,1",8,5,1,,
