Id,Age,Gender,Departments,Average Score,Habit,Field_of_Interest,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred_Location,Key Factors for Future Job,Major
214,16,2,5,8.09,"3,4,7","4,5,7",4,5,3,5,2,2,3,2,2,1,2,2,1,1,2,"3,8,2",1
215,19,1,4,8.33,"5,4,6","12,2,6",1,1,5,5,1,2,2,2,1,2,1,2,1,2,3,"8,4,5",7
216,19,2,5,9.43,"3,8,2","1,4,8",1,1,4,2,2,2,1,3,3,2,3,2,1,3,2,"6,3,1",1
217,17,2,1,7.32,"6,2,3","11,2,7",5,3,5,5,3,1,3,2,3,2,1,3,3,1,1,"3,2,7",6
218,19,1,1,9.33,"5,7,4","3,5,9",4,5,3,4,1,3,1,3,2,1,3,3,1,1,3,"6,1,2",4
219,16,1,2,8.38,"6,8,5","10,2,9",1,4,1,3,2,2,2,2,1,1,2,3,2,2,1,"8,4,5",15
220,16,2,4,8.9,"5,8,6","2,4,5",2,4,1,2,1,2,3,3,3,3,3,2,3,3,1,"1,7,3",4
221,19,1,1,7.27,"6,3,4","12,6,9",1,4,5,1,2,3,1,1,3,2,2,1,2,3,1,"5,3,1",21
222,19,1,1,7.41,"6,3,8","12,2,6",3,1,2,1,1,1,3,3,2,1,2,1,3,2,3,"4,1,6",4
223,17,2,3,7.21,"4,1,3","1,11,7",2,4,4,2,1,1,3,2,2,1,1,2,2,3,3,"4,1,6",21
224,17,1,1,8.54,"7,4,2","3,7,9",4,5,2,3,1,1,2,3,3,3,2,1,3,3,3,"7,6,2",10
225,16,2,1,7.9,"6,8,4","10,2,6",3,3,3,1,2,2,1,2,2,1,1,1,2,2,2,"4,6,1",8
226,16,1,3,9.32,"6,1,5","10,11,8",1,1,5,3,2,2,3,2,2,3,2,2,3,2,2,"2,6,8",5
227,18,1,2,7.07,"6,4,3","10,3,9",5,1,1,1,3,3,3,3,1,3,1,3,1,1,2,"5,6,3",8
228,16,1,3,8.2,"6,2,4","1,5,6",4,5,4,5,3,3,2,2,2,2,1,3,3,3,3,"1,7,8",5
229,19,2,2,8.93,"3,5,4","1,11,3",3,1,1,1,2,1,1,2,1,1,2,1,2,3,3,"4,6,2",8
230,18,2,2,7.28,"2,1,3","1,2,6",3,3,1,5,3,2,2,1,3,3,1,2,1,3,2,"2,3,4",8
231,19,1,1,7.94,"2,7,4","1,3,5",1,3,5,5,1,2,2,1,1,1,1,1,2,3,1,"7,5,1",10
232,17,2,1,9.02,"6,5,8","12,2,9",4,5,3,5,2,3,2,1,1,1,1,3,1,3,1,"1,5,4",19
233,19,2,1,9.3,"4,1,8","1,11,3",2,3,4,2,1,1,2,2,3,2,1,2,2,2,3,"7,6,5",13
234,19,1,1,8.28,"3,7,8","1,10,4",2,3,3,4,3,3,2,1,1,3,1,1,3,3,1,"7,2,6",8
235,17,2,1,7.9,"3,1,4","10,11,3",2,2,1,2,1,2,1,3,1,3,3,3,3,1,1,"1,4,6",4
236,19,2,4,9.22,"5,8,7","10,11,4",3,4,5,3,1,2,2,3,1,2,3,1,3,3,3,"2,3,1",19
237,17,2,3,7.2,"7,2,4","1,10,2",2,5,2,4,3,3,1,2,2,3,2,1,3,2,2,"1,7,1",22
238,17,1,2,8.73,"3,8,6","1,2,8",2,1,3,1,3,3,2,1,1,2,3,2,1,2,2,"5,7,4",8
239,17,1,3,8.91,"5,4,7","6,8,9",5,1,2,4,3,1,1,2,2,2,1,1,1,1,1,"2,5,3",5
240,16,2,1,7.13,"8,2,1","3,6,8",2,5,2,3,1,1,3,2,2,3,3,2,2,2,2,"1,4,5",6
241,17,2,1,7.29,"1,2,4","11,5,7",1,1,2,2,2,2,1,1,2,3,2,3,2,3,2,"7,5,4",6
242,16,2,5,7.44,"6,8,2","12,5,6",5,3,1,2,3,3,3,1,1,3,2,1,3,1,2,"2,8,4",14
243,16,1,1,8.54,"5,6,3","12,3,4",5,3,5,3,3,3,3,3,2,2,3,2,3,3,3,"2,4,8",4
244,19,2,2,9.4,"8,4,6","1,3,8",3,4,1,4,1,1,3,1,3,2,3,1,2,1,2,"2,8,1",8
245,19,1,3,7.96,"7,1,4","3,5,6",4,2,1,1,3,3,1,3,2,2,1,2,3,3,2,"6,7,3",5
246,19,2,1,8.42,"4,7,6","10,11,5",5,2,3,3,2,2,1,1,3,3,2,2,2,3,1,"2,5,3",6
247,18,2,3,7.87,"3,8,2","1,5,6",5,5,1,1,2,1,1,1,3,1,1,2,3,3,1,"5,3,7",5
248,19,1,3,8.83,"4,6,1","4,7,8",3,1,3,5,3,2,1,1,3,1,2,1,2,3,1,"7,1,4",5
249,16,2,2,8.28,"6,5,7","2,6,7",1,3,3,5,1,1,1,2,1,3,1,1,3,3,1,"1,3,6",8
250,17,2,1,7.64,"3,8,6","10,4,9",2,1,5,3,3,3,1,1,1,1,2,3,3,2,3,"2,1,3",6
251,19,2,5,9.45,"8,4,3","12,3,7",3,1,5,1,2,2,3,2,2,2,2,3,3,1,3,"4,1,5",1
252,18,1,1,7.18,"1,3,2","1,12,2",5,3,5,5,1,1,2,1,3,2,2,1,1,2,3,"4,5,7",13
253,16,2,3,9.09,"7,6,1","11,12,3",1,3,5,5,1,3,2,2,3,3,2,3,3,2,1,"1,4,5",5
254,18,2,2,9.47,"2,4,3","4,5,9",5,1,1,3,1,3,2,1,1,3,1,2,2,3,3,"6,4,7",15
255,18,1,2,9.37,"1,5,4","1,11,6",4,5,4,4,2,2,3,3,3,1,2,3,3,3,3,"1,4,1",17
256,16,2,3,7.86,"5,7,8","1,11,12",1,2,5,5,2,2,3,3,3,3,2,3,1,2,2,"7,3,1",5
257,16,2,5,7.46,"7,6,1","1,5,6",4,4,3,2,2,1,2,3,1,1,3,2,2,2,3,"6,2,1",1
258,16,1,1,8.97,"2,4,1","4,6,7",5,4,1,3,1,2,2,3,1,1,1,2,3,1,3,"8,2,3",10
259,17,2,2,7.41,"7,6,8","1,11,8",2,5,4,1,1,2,1,1,2,3,1,1,3,2,2,"4,3,6",16
260,17,1,1,9.17,"8,4,6","11,3,5",2,5,4,4,3,1,2,2,1,1,1,3,2,3,2,"6,1,3",10
261,18,1,2,8.99,"5,3,4","12,5,7",4,5,2,3,2,3,1,2,3,2,2,3,1,3,2,"1,3,8",8
262,19,2,3,7.13,"5,3,4","1,11,12",4,1,2,5,1,1,3,2,3,2,2,1,3,1,3,"7,1,6",5
263,16,1,4,8.91,"4,3,6","12,7,9",5,1,5,5,1,1,3,1,3,3,3,3,1,1,3,"2,3,6",6
264,17,2,5,9.17,"1,4,7","10,4,9",5,4,1,4,2,3,3,3,2,1,2,2,2,1,1,"1,7,4",1
265,17,2,1,7.69,"8,1,5","11,4,5",3,2,4,1,2,2,3,2,1,3,2,2,3,2,1,"2,4,3",11
266,17,2,1,7.94,"1,5,2","10,5,8",2,4,5,2,1,1,2,3,1,3,2,3,3,3,3,"2,4,5",7
267,16,2,4,8.92,"1,6,5","1,7,8",5,2,5,3,3,2,1,2,1,3,3,2,3,3,3,"1,8,7",1
268,19,1,5,9.42,"4,8,7","3,5,8",4,3,5,3,3,2,3,2,1,2,3,1,3,1,1,"2,1,7",14
269,17,2,1,7.47,"3,2,1","2,5,6",4,1,4,4,2,2,3,3,3,3,3,2,2,3,1,"2,7,6",4
270,18,2,4,7.44,"3,6,2","2,6,7",3,3,4,3,2,1,2,2,3,3,2,2,2,1,2,"7,8,4",19
271,19,1,2,8.67,"6,1,8","10,3,8",3,1,3,1,1,2,1,1,2,3,3,3,2,2,3,"8,1,5",8
272,19,1,5,8.4,"6,7,8","12,6,8",3,1,5,2,3,2,2,1,1,1,2,1,3,2,2,"3,5,1",14
273,19,2,1,7.69,"6,8,4","10,11,2",1,5,2,2,1,3,1,2,3,1,1,1,3,3,1,"7,4,5",6
274,16,2,5,7.62,"4,7,3","1,3,9",5,5,2,1,1,3,1,1,1,3,2,3,1,1,1,"5,8,6",1
275,18,1,1,7.5,"5,2,8","1,3,4",3,5,2,2,1,3,1,1,1,1,2,1,3,1,2,"7,3,6",8
276,18,1,4,9.17,"1,6,5","4,7,9",1,2,2,5,2,3,3,1,1,2,3,2,1,3,3,"4,1,7",1
277,18,2,2,8.08,"7,3,6","2,6,7",5,2,3,3,3,2,3,1,3,2,3,2,3,2,3,"1,6,2",8
278,18,1,2,8.89,"3,8,5","10,12,3",5,5,4,2,1,3,3,3,2,3,3,3,2,3,3,"1,4,8",8
279,18,1,4,7.87,"7,4,3","1,7,8",4,5,5,2,1,2,2,3,2,2,2,2,1,1,2,"5,3,7",4
280,18,1,5,7.02,"7,2,6","12,3,8",5,3,1,2,2,3,1,3,2,3,1,1,3,2,1,"1,3,8",1
281,17,2,3,7.12,"1,4,6","1,11,8",2,3,4,3,2,2,1,3,1,1,2,3,2,2,3,"1,3,5",21
282,19,2,1,8.33,"6,2,3","12,2,8",1,1,3,2,2,2,2,3,3,3,1,3,1,1,1,"5,1,6",6
283,19,1,4,8.13,"4,8,3","2,8,9",5,2,1,1,2,2,1,1,3,3,1,2,1,2,2,"5,4,8",1
284,16,2,3,9.37,"5,1,6","3,5,9",3,3,3,4,2,2,3,2,1,1,3,2,2,3,1,"1,1,7",21
285,17,2,1,7.21,"5,8,1","1,12,8",1,3,5,2,2,3,3,2,3,3,3,3,1,2,3,"8,3,7",6
286,18,2,3,9.37,"5,7,4","11,2,5",4,5,2,3,3,2,1,3,1,3,2,3,2,2,3,"4,1,8",7
287,18,1,1,7.06,"7,5,4","1,10,11",5,4,3,1,3,3,1,1,3,3,1,1,1,1,3,"1,1,3",7
288,17,1,4,8.97,"7,3,6","3,6,9",1,4,5,4,1,3,1,1,3,3,1,1,2,1,3,"8,4,3",5
289,18,1,5,7.4,"3,6,4","3,8,9",1,2,3,3,1,2,3,3,1,1,1,3,3,3,2,"3,8,2",1
290,18,1,3,8,"7,3,2","10,12,7",5,4,1,2,3,2,1,3,1,2,3,3,3,1,2,"1,8,6",7
291,16,1,1,7.93,"7,3,5","12,5,8",1,1,3,2,3,3,3,3,2,1,2,1,2,3,2,"4,7,3",8
292,19,2,2,7.76,"2,1,8","10,5,6",1,2,5,2,3,1,1,3,3,1,3,1,2,3,3,"6,7,4",8
293,16,2,5,7.88,"4,8,1","1,12,8",2,1,2,3,1,2,3,2,1,1,2,3,3,2,1,"2,3,8",14
294,18,2,1,8.58,"3,5,2","1,2,9",2,5,5,5,2,3,2,2,1,1,1,3,3,1,2,"2,7,1",7
295,18,2,1,7.91,"6,7,4","2,8,9",4,1,5,2,2,2,3,1,1,3,3,3,3,2,3,"5,3,1",4
296,19,1,2,7.17,"3,5,7","1,3,8",4,1,5,2,1,3,1,1,1,2,1,2,2,1,3,"2,5,8",16
297,19,2,2,7.69,"7,4,1","10,11,2",5,3,3,3,2,3,1,2,3,3,2,3,2,3,3,"7,6,4",15
298,16,1,5,7.84,"7,1,3","12,3,7",4,3,1,1,1,1,1,2,1,3,1,2,1,2,1,"2,5,3",1
299,19,2,4,8.58,"3,4,7","10,7,8",5,2,3,4,2,2,3,1,1,1,1,1,1,1,3,"8,3,4",1
300,19,1,1,8.71,"1,5,2","12,8,9",4,5,3,4,2,3,2,1,3,3,3,1,2,3,1,"1,4,1",13
301,19,2,4,9.15,"8,1,3","10,2,5",1,4,3,5,1,2,2,2,1,1,2,2,1,2,1,"7,3,8",4
302,19,1,3,7.3,"1,6,5","12,4,5",5,4,2,5,1,2,2,1,1,1,2,3,2,1,2,"4,8,7",21
303,19,1,4,7.79,"6,5,4","2,3,6",2,4,1,3,1,1,2,2,3,2,3,1,2,2,2,"6,1,3",19
304,18,1,1,7.83,"7,5,1","10,2,5",4,2,4,1,3,1,2,1,1,1,3,3,1,1,3,"3,8,1",10
305,18,2,1,9.43,"6,7,8","1,4,6",1,5,1,3,3,1,3,1,3,1,2,1,3,3,3,"5,2,3",12
306,19,2,1,8.01,"1,7,8","2,6,7",1,3,5,5,1,1,2,1,2,1,1,1,3,1,2,"7,5,1",10
307,17,2,1,8.69,"4,6,2","3,5,8",3,1,2,2,3,3,1,3,1,1,3,1,3,1,2,"2,5,7",8
308,18,2,5,8.55,"2,8,4","1,10,12",2,2,2,3,3,1,3,3,1,3,1,2,2,2,3,"7,2,4",14
309,17,1,3,9.38,"6,7,3","12,5,9",1,2,2,3,2,3,2,3,1,1,3,2,3,2,2,"2,3,1",21
310,17,1,2,7.41,"7,1,6","1,11,4",2,4,3,5,3,2,1,2,2,1,2,3,1,1,3,"1,8,3",8
311,18,1,1,7.5,"5,1,3","3,4,7",5,4,3,1,3,1,3,3,3,2,2,1,2,2,2,"1,2,3",9
312,16,2,1,8.03,"4,5,3","1,4,5",1,1,4,4,3,2,3,2,3,1,1,2,3,2,1,"4,2,8",11
313,18,1,1,9.07,"6,7,3","1,2,3",5,3,3,1,2,3,2,1,2,3,3,2,3,3,2,"1,7,5",13
314,16,2,1,7.79,"8,2,6","12,6,9",5,2,1,2,3,3,1,1,2,2,2,1,1,3,2,"7,2,1",10
315,17,2,4,7.96,"6,2,5","11,3,6",3,4,5,4,3,3,3,3,3,3,1,2,3,2,2,"1,6,1",5
316,18,1,1,9.05,"5,2,6","2,3,9",3,1,3,3,1,3,1,3,2,3,3,2,2,3,3,"8,7,6",4
317,17,2,4,8.77,"5,7,8","1,6,9",3,3,1,5,3,2,3,3,2,3,1,2,3,2,1,"8,3,1",1
318,16,1,5,7.05,"6,5,8","1,10,6",2,5,3,3,3,2,1,1,2,2,2,3,1,2,1,"7,5,2",1
319,16,1,3,9.49,"2,8,5","5,6,8",1,3,3,3,2,3,2,1,2,1,1,3,2,1,3,"2,7,8",21
320,18,2,4,9.49,"1,4,3","1,3,4",2,1,4,1,2,1,3,3,2,1,3,3,3,3,2,"1,1,2",4
321,17,1,1,7.81,"1,4,7","3,4,6",3,3,1,5,1,2,3,1,1,1,1,1,3,3,2,"4,3,5",13
322,16,2,5,9.06,"8,1,2","1,2,6",3,3,2,5,2,1,2,1,3,1,3,3,2,3,3,"6,2,3",3
323,19,1,4,9.24,"4,6,5","12,3,8",3,5,3,2,1,2,2,1,1,1,3,3,3,2,1,"2,4,7",6
324,16,2,3,7.11,"6,1,2","4,6,9",2,5,3,1,1,3,1,3,2,1,1,2,2,2,2,"4,2,8",5
325,16,1,5,7.25,"3,4,2","10,11,12",2,4,5,4,3,2,3,3,3,1,1,1,1,3,1,"6,3,8",2
326,18,2,1,7.72,"4,7,2","1,6,9",1,3,2,3,1,1,2,1,2,2,2,3,2,2,1,"5,3,6",13
327,16,1,2,8.06,"3,4,5","11,7,9",4,2,5,4,1,3,1,1,3,2,2,1,1,3,3,"7,1,1",17
328,16,1,1,8.08,"7,2,6","1,3,9",1,3,5,2,2,1,3,2,2,1,3,3,3,1,3,"2,1,7",6
329,17,2,1,7.79,"3,7,8","11,2,6",2,4,5,4,2,3,2,3,3,3,3,1,1,2,3,"1,2,3",4
330,18,2,5,8.07,"6,8,7","10,6,9",5,5,1,4,3,2,1,2,3,2,3,3,3,2,2,"1,3,2",1
331,18,1,5,8.97,"3,2,1","10,6,7",1,2,3,3,1,2,2,3,3,1,3,1,1,1,1,"2,7,1",2
332,16,2,4,8.33,"3,5,7","12,7,8",1,4,2,2,1,3,1,3,2,2,1,2,2,3,1,"1,5,1",1
333,17,1,3,7.94,"3,4,2","2,5,7",1,3,5,1,3,2,3,3,1,3,1,3,1,1,2,"7,5,1",7
334,17,2,2,9.45,"8,3,4","11,3,9",1,3,5,3,1,1,2,2,1,2,1,1,3,1,2,"1,8,5",16
335,16,1,3,7.84,"8,3,2","6,8,9",1,4,4,2,3,1,3,1,3,2,3,3,3,3,1,"1,5,3",5
336,17,2,2,8.72,"1,8,2","12,5,7",2,5,1,2,1,1,3,1,1,2,2,1,2,1,2,"3,5,4",17
337,17,1,1,9.29,"1,8,5","1,11,7",5,4,1,2,1,1,2,1,2,2,1,1,2,2,2,"1,8,7",21
338,17,1,1,7.76,"3,5,6","1,12,8",5,3,2,1,2,3,3,3,2,3,2,3,1,2,3,"1,6,4",4
339,19,2,1,8.14,"4,5,7","1,12,5",5,1,3,5,2,1,3,3,1,1,1,1,2,3,1,"2,7,5",9
340,19,2,1,8.12,"7,5,8","1,11,9",2,4,2,1,2,2,3,1,3,3,3,1,1,3,3,"8,5,7",4
341,18,2,2,8.87,"3,8,4","1,12,6",5,3,5,2,3,1,3,2,2,1,2,2,1,3,3,"8,2,3",8
342,19,2,1,8.8,"2,3,1","5,7,9",2,1,5,5,1,1,1,2,1,2,3,3,3,1,3,"1,7,2",4
343,19,2,2,7.69,"4,8,6","3,7,8",5,1,5,3,1,3,1,3,2,3,2,1,2,1,3,"6,5,8",8
344,19,1,5,8.92,"5,6,1","12,4,5",1,1,3,3,3,2,3,1,3,3,2,1,2,1,1,"8,2,4",1
345,17,1,5,9.49,"7,1,2","2,6,7",4,5,1,2,1,2,3,3,3,2,2,1,1,3,2,"6,7,4",2
346,16,2,1,8.79,"2,6,4","10,12,5",1,3,5,4,2,3,2,2,1,3,2,2,1,1,2,"2,7,6",19
347,16,2,1,9.12,"2,7,5","12,6,8",2,1,2,1,2,3,2,2,1,1,3,2,3,2,1,"4,6,2",4
348,17,2,5,8.03,"8,6,2","11,2,7",3,1,1,5,3,3,2,1,3,3,3,3,3,2,3,"6,8,5",1
349,18,1,3,7.23,"4,1,3","1,11,5",5,2,2,4,1,2,3,1,3,1,3,2,2,1,1,"7,3,6",5
350,17,2,1,9.22,"6,4,5","3,4,5",1,4,3,5,1,3,2,2,1,2,2,1,2,1,1,"1,2,6",9
351,18,1,4,8.58,"4,1,6","11,4,9",5,5,5,5,1,3,3,3,3,2,1,3,3,2,1,"6,7,3",5
352,19,1,1,7.23,"7,8,6","4,5,6",1,4,4,5,3,3,1,3,2,3,2,1,3,3,3,"1,6,3",10
353,16,2,5,8.54,"1,6,8","10,6,9",2,4,2,2,2,1,2,1,3,1,2,1,3,3,2,"3,5,2",14
354,16,1,1,7.36,"1,8,4","10,11,2",3,2,3,3,3,1,2,3,3,3,1,1,3,3,1,"3,1,1",8
355,19,2,1,8.59,"4,2,1","6,7,8",1,4,5,3,3,1,1,3,2,1,3,2,3,2,3,"6,1,4",4
356,17,2,4,7.4,"1,5,2","6,8,9",4,4,3,3,1,1,2,3,2,1,1,3,1,1,3,"4,6,7",4
357,18,1,1,8.26,"4,3,5","12,6,7",5,4,1,4,3,3,2,2,2,2,3,2,2,1,2,"7,1,8",10
358,16,2,4,7.27,"5,6,7","6,7,8",3,2,4,3,2,1,1,3,3,2,1,2,2,3,1,"8,2,3",21
359,19,2,1,9.05,"1,3,5","11,2,3",4,3,3,5,2,1,3,3,3,1,1,1,1,2,1,"2,8,1",8
360,17,1,5,8.86,"3,2,1","1,2,5",2,2,3,5,2,1,2,3,1,1,1,1,2,3,1,"2,5,1",3
361,19,1,2,9.31,"3,8,1","11,3,9",3,1,4,5,2,3,2,3,2,2,3,3,2,2,3,"7,1,4",16
362,16,2,4,7.81,"1,4,3","3,6,9",3,5,1,2,1,2,2,2,1,1,2,2,1,3,2,"6,1,8",19
363,18,2,4,8.82,"1,3,2","10,6,8",4,1,5,1,1,3,3,3,1,1,2,1,1,1,3,"1,1,5",4
364,18,2,1,7.67,"5,7,6","10,7,9",2,1,2,4,1,2,3,2,2,3,2,3,3,2,2,"6,3,1",6
365,17,2,1,9.06,"3,2,5","11,12,4",4,1,2,4,2,3,1,3,1,1,3,1,1,1,1,"1,8,3",4
366,19,2,3,9.04,"8,5,1","10,6,8",4,3,1,4,2,2,1,1,2,1,3,3,1,1,3,"5,1,2",5
367,18,2,1,8.57,"5,8,6","10,11,3",2,1,2,1,3,3,2,3,1,1,2,3,1,2,2,"3,6,7",10
368,19,2,1,7.58,"3,5,1","10,11,7",5,1,1,1,1,1,3,1,3,3,1,2,1,3,1,"8,4,1",6
369,18,2,3,9.21,"5,2,8","10,12,4",3,5,4,2,1,2,1,1,3,2,1,3,2,1,3,"1,7,2",5
370,19,2,4,8.79,"1,2,3","10,7,8",4,5,3,4,1,3,1,2,1,3,1,3,2,3,3,"8,1,7",1
371,18,1,4,7.89,"4,6,5","11,6,8",2,2,5,1,3,2,2,1,2,1,3,3,1,3,1,"1,1,8",6
372,16,2,1,9.26,"1,6,3","2,6,7",5,5,5,2,2,2,3,1,2,2,1,3,1,2,3,"2,1,4",6
373,19,1,1,9.16,"7,6,2","1,12,7",5,3,5,2,1,2,1,2,2,1,2,1,2,1,2,"7,1,1",4
374,17,2,4,9,"4,8,3","1,4,5",5,5,5,4,2,2,3,1,2,2,3,1,1,2,1,"1,6,1",6
375,18,1,5,7.36,"1,7,2","2,4,5",2,5,5,1,3,1,3,2,3,1,1,2,2,3,3,"5,3,1",14
376,17,1,4,9.2,"7,5,6","1,10,5",2,3,4,4,1,2,1,3,2,2,3,3,3,3,2,"5,1,7",4
377,16,2,5,8.46,"7,8,6","11,6,7",5,4,2,3,1,1,1,3,3,2,1,1,2,3,3,"7,2,3",2
378,19,2,1,9.29,"7,6,2","1,2,6",1,3,4,1,1,1,2,2,3,1,1,1,1,1,3,"6,5,1",13
379,17,1,3,9.31,"5,1,2","4,5,9",3,5,4,5,2,1,2,3,3,1,2,2,3,1,1,"7,8,4",5
380,19,1,1,9.25,"2,6,5","11,12,9",1,3,5,5,3,2,3,1,3,2,2,3,1,2,2,"2,5,8",6
381,17,1,2,7.79,"1,4,7","5,6,8",4,1,2,3,2,3,1,3,1,3,1,1,2,3,2,"7,6,8",8
382,18,2,1,8.93,"6,7,3","11,7,9",4,4,3,1,1,2,2,3,2,3,1,3,2,2,2,"5,2,8",10
383,19,1,3,8.78,"6,5,1","10,4,5",5,3,4,2,2,1,1,2,3,2,1,2,2,1,1,"8,2,1",5
384,18,1,1,8.34,"5,6,7","10,8,9",4,1,2,3,2,2,3,1,3,2,2,1,2,3,2,"7,5,6",21
385,18,1,3,8.62,"1,6,8","12,2,4",4,3,1,2,1,1,1,1,3,3,2,3,2,2,1,"4,8,2",5
386,18,2,4,7.57,"4,7,5","11,2,5",4,5,5,3,1,1,1,2,2,2,2,2,3,2,3,"4,7,6",18
387,18,2,4,9.04,"8,7,3","1,3,5",5,3,3,2,2,3,2,3,2,1,3,1,1,2,1,"3,6,4",1
388,19,2,5,7.48,"3,7,5","5,6,7",2,2,5,3,1,2,2,3,1,3,2,1,3,2,1,"1,4,3",1
389,17,1,5,9,"6,1,4","10,2,3",1,3,1,5,3,2,3,1,3,2,2,3,2,3,2,"1,3,5",14
390,18,2,4,8.62,"5,2,8","1,12,9",1,4,5,1,1,1,3,1,2,2,2,2,2,2,1,"2,4,1",21
391,17,1,5,8.83,"8,5,1","4,7,9",1,5,2,1,1,3,2,3,2,3,3,1,1,2,2,"3,1,2",1
392,19,2,4,9.2,"4,3,1","1,12,7",2,1,1,3,1,1,3,3,2,3,3,1,1,2,3,"1,7,6",4
393,19,1,2,8.89,"7,5,2","2,5,7",1,1,4,3,2,3,3,3,3,1,3,2,3,3,2,"4,1,7",8
394,16,1,4,8.5,"4,2,3","1,11,7",2,2,1,3,3,2,2,2,2,1,1,3,2,3,3,"1,8,2",6
395,19,2,2,8.7,"5,3,7","2,4,7",4,4,5,4,1,2,3,3,3,3,2,1,2,1,2,"1,7,5",8
396,17,2,4,7.38,"7,1,6","12,4,7",2,3,4,4,1,3,3,1,3,3,2,3,1,3,2,"8,1,4",5
397,16,1,1,7.01,"5,3,8","11,8,9",1,2,2,3,3,2,1,1,3,2,3,1,3,2,3,"6,1,8",6
398,16,2,5,7.02,"1,4,8","2,6,9",2,1,3,1,1,1,1,3,1,2,2,1,2,3,2,"7,6,8",1
399,17,2,2,8.96,"5,8,7","1,12,6",2,2,1,1,2,2,1,3,2,1,1,1,1,2,2,"1,2,4",8
400,16,2,2,7.36,"8,5,6","12,2,4",5,5,5,4,3,3,3,2,2,3,1,3,2,2,3,"7,6,4",8
401,17,2,5,9.2,"4,2,7","11,2,8",4,1,5,4,1,1,3,3,1,2,2,3,2,3,1,"3,1,2",14
402,17,2,1,9.29,"1,8,6","4,6,9",3,1,1,1,2,3,3,1,1,1,2,2,1,1,3,"4,5,7",13
403,17,2,5,9.47,"1,2,6","12,7,8",2,1,2,1,1,3,1,2,3,2,1,3,1,3,1,"6,1,3",1
404,17,1,5,9.12,"5,2,1","3,6,7",3,3,2,4,2,1,3,1,1,3,2,2,2,3,2,"5,1,6",3
405,17,1,2,9.18,"6,2,4","12,2,8",5,3,2,2,2,1,1,3,3,2,3,2,1,2,2,"1,8,6",8
406,18,1,4,8.82,"7,3,8","1,3,4",5,1,2,2,2,3,3,3,1,1,3,2,3,3,3,"1,2,6",4
407,19,1,3,7.88,"4,7,8","10,11,3",3,5,2,1,2,1,1,3,1,3,1,1,3,2,1,"1,5,6",5
408,19,1,2,8.55,"1,8,2","1,10,8",1,2,1,1,1,3,2,3,1,3,2,2,2,2,3,"8,7,2",8
409,16,1,1,7.54,"2,6,8","2,3,4",2,2,5,5,2,3,3,1,1,2,1,3,2,1,2,"4,1,7",21
410,16,1,1,8.95,"4,2,3","11,8,9",5,2,1,1,3,3,2,3,2,3,3,1,1,1,1,"6,4,5",10
411,18,1,4,8.92,"5,4,6","11,12,7",1,2,3,1,2,1,2,1,1,3,3,3,1,1,1,"5,6,4",1
412,18,2,4,8.53,"7,8,2","11,12,8",2,1,3,2,2,3,3,2,1,1,2,3,2,1,2,"6,8,7",1
413,18,1,4,8.49,"2,7,6","3,4,6",2,3,1,5,3,2,3,1,1,1,3,2,3,1,2,"3,1,7",4
414,18,1,4,7.01,"3,6,1","11,4,9",2,2,5,5,1,3,2,2,1,1,1,1,2,3,1,"1,1,2",1
415,19,1,5,9.12,"5,3,7","4,5,6",3,3,5,5,2,3,2,2,1,1,2,2,1,3,1,"6,1,5",3
416,16,2,5,8.17,"3,8,4","12,7,8",1,2,3,3,2,2,2,1,3,3,2,3,3,1,3,"2,7,1",1
417,16,1,1,8.64,"7,3,6","3,4,9",5,4,4,1,2,2,3,1,2,3,2,1,2,3,2,"3,8,7",4
418,19,1,1,7.35,"3,6,5","11,5,9",2,3,2,5,1,3,3,1,1,3,1,3,3,3,2,"3,1,8",7
419,17,2,1,8.57,"1,8,2","5,8,9",5,5,1,4,2,3,1,1,2,2,1,3,3,2,2,"5,1,4",6
420,17,1,2,8.1,"1,6,4","1,3,8",1,4,2,4,1,1,1,3,3,2,2,3,2,3,1,"1,5,3",8
421,19,1,3,8.83,"2,4,7","4,8,9",3,2,4,1,1,3,2,1,2,3,3,2,2,2,2,"7,8,4",5
422,19,1,5,8.73,"1,6,5","10,2,8",5,5,2,4,3,3,2,2,3,1,3,2,2,2,3,"5,2,4",14
423,19,2,1,8.18,"1,4,5","2,6,8",2,2,5,5,1,3,2,1,2,1,3,1,3,1,2,"8,6,7",4
424,18,1,1,7.3,"8,2,3","11,12,8",3,2,1,3,1,2,1,2,3,2,3,1,1,2,1,"4,1,8",6
425,19,2,2,8.83,"8,5,1","10,5,9",2,5,4,3,3,1,2,3,3,1,1,3,3,3,2,"6,1,4",8
426,17,2,3,8.11,"6,2,7","1,10,2",1,2,1,3,1,3,2,1,3,1,1,3,1,2,2,"6,7,1",5
427,19,1,4,8.75,"2,8,3","12,3,8",1,1,4,5,2,1,3,1,2,3,3,1,1,2,2,"1,1,5",4
428,19,1,3,8.68,"3,6,5","11,3,8",1,3,3,2,2,1,2,1,1,1,2,1,3,3,1,"8,3,4",21
429,19,2,3,7.59,"3,4,7","10,12,8",5,1,3,5,3,2,3,2,3,3,1,1,2,1,2,"2,3,5",5
